id,name,description,price,image,category,requiresPrescription,stock,salt,manufacturer,mrp,discount,isOTC
"prod_195","Pantocid 40mg Batch 195","Pantocid 40mg Batch 195 contains Amoxicillin. Premium quality medicine.",643,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","General",false,100,"Amoxicillin","Swastik Pharma Labs",771,14,true
"prod_196","Cetzine 10mg Batch 196","Cetzine 10mg Batch 196 contains Vildagliptin. Premium quality medicine.",30,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","General",false,100,"Vildagliptin","Swastik Pharma Labs",36,18,true
"prod_197","Zyrtec 10mg Batch 197","Zyrtec 10mg Batch 197 contains Aceclofenac. Premium quality medicine.",480,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","General",false,100,"Aceclofenac","Swastik Pharma Labs",576,5,true
"prod_198","Calpol 100mg Batch 198","Calpol 100mg Batch 198 contains Paracetamol. Premium quality medicine.",613,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Diabetes",true,100,"Paracetamol","Swastik Pharma Labs",735,21,false
"prod_199","Dolo 40mg Batch 199","Dolo 40mg Batch 199 contains Diclofenac. Premium quality medicine.",274,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Pain Relief",false,100,"Diclofenac","Swastik Pharma Labs",328,24,true
"prod_200","Acenac 250mg Batch 200","Acenac 250mg Batch 200 contains Pantoprazole. Premium quality medicine.",269,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Pain Relief",false,100,"Pantoprazole","Swastik Pharma Labs",322,8,true
"prod_201","Crocin 100mg Batch 201","Crocin 100mg Batch 201 contains Amoxicillin. Premium quality medicine.",459,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Pain Relief",false,100,"Amoxicillin","Swastik Pharma Labs",550,16,true
"prod_202","Acenac 200mg Batch 202","Acenac 200mg Batch 202 contains Cefixime. Premium quality medicine.",576,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Diabetes",true,100,"Cefixime","Swastik Pharma Labs",691,4,false
"prod_203","Zyrtec 20mg Batch 203","Zyrtec 20mg Batch 203 contains Dapagliflozin. Premium quality medicine.",787,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","General",false,100,"Dapagliflozin","Swastik Pharma Labs",944,21,true
"prod_204","Brufen 100mg Batch 204","Brufen 100mg Batch 204 contains Teneligliptin. Premium quality medicine.",564,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Supplements",false,100,"Teneligliptin","Swastik Pharma Labs",676,17,true
"prod_205","Okacet 20mg Batch 205","Okacet 20mg Batch 205 contains Amoxicillin. Premium quality medicine.",508,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","General",false,100,"Amoxicillin","Swastik Pharma Labs",609,21,true
"prod_206","Zerodol 10mg Batch 206","Zerodol 10mg Batch 206 contains Cetirizine. Premium quality medicine.",528,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","General",false,100,"Cetirizine","Swastik Pharma Labs",633,21,true
"prod_207","Combiflam 400mg Batch 207","Combiflam 400mg Batch 207 contains Glimepiride. Premium quality medicine.",37,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","General",false,100,"Glimepiride","Swastik Pharma Labs",44,14,true
"prod_208","Combiflam 400mg Batch 208","Combiflam 400mg Batch 208 contains Cetirizine. Premium quality medicine.",801,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Supplements",false,100,"Cetirizine","Swastik Pharma Labs",961,11,true
"prod_209","Voveran 200mg Batch 209","Voveran 200mg Batch 209 contains Diclofenac. Premium quality medicine.",817,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Diabetes",true,100,"Diclofenac","Swastik Pharma Labs",980,24,false
"prod_210","Hifenac 200mg Batch 210","Hifenac 200mg Batch 210 contains Dapagliflozin. Premium quality medicine.",164,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Diabetes",true,100,"Dapagliflozin","Swastik Pharma Labs",196,14,false
"prod_211","Calpol 200mg Batch 211","Calpol 200mg Batch 211 contains Teneligliptin. Premium quality medicine.",50,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Antibiotics",true,100,"Teneligliptin","Swastik Pharma Labs",60,18,false
"prod_212","Pan 40mg Batch 212","Pan 40mg Batch 212 contains Pantoprazole. Premium quality medicine.",626,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Pain Relief",false,100,"Pantoprazole","Swastik Pharma Labs",751,9,true
"prod_213","Calpol 200mg Batch 213","Calpol 200mg Batch 213 contains Cetirizine. Premium quality medicine.",271,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Pain Relief",false,100,"Cetirizine","Swastik Pharma Labs",325,16,true
"prod_214","Zyrtec 200mg Batch 214","Zyrtec 200mg Batch 214 contains Cefixime. Premium quality medicine.",738,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","General",false,100,"Cefixime","Swastik Pharma Labs",885,24,true
"prod_215","Pantocid 500mg Batch 215","Pantocid 500mg Batch 215 contains Aceclofenac. Premium quality medicine.",285,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","General",false,100,"Aceclofenac","Swastik Pharma Labs",342,7,true
"prod_216","Brufen 500mg Batch 216","Brufen 500mg Batch 216 contains Diclofenac. Premium quality medicine.",430,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Diabetes",true,100,"Diclofenac","Swastik Pharma Labs",516,15,false
"prod_217","Dynapar 400mg Batch 217","Dynapar 400mg Batch 217 contains Aceclofenac. Premium quality medicine.",202,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Pain Relief",false,100,"Aceclofenac","Swastik Pharma Labs",242,22,true
"prod_218","Brufen 100mg Batch 218","Brufen 100mg Batch 218 contains Glimepiride. Premium quality medicine.",542,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Supplements",false,100,"Glimepiride","Swastik Pharma Labs",650,3,true
"prod_219","Crocin 250mg Batch 219","Crocin 250mg Batch 219 contains Teneligliptin. Premium quality medicine.",247,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Antibiotics",true,100,"Teneligliptin","Swastik Pharma Labs",296,19,false
"prod_220","Pantocid 650mg Batch 220","Pantocid 650mg Batch 220 contains Teneligliptin. Premium quality medicine.",216,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Antibiotics",true,100,"Teneligliptin","Swastik Pharma Labs",259,14,false
"prod_221","Zyrtec 250mg Batch 221","Zyrtec 250mg Batch 221 contains Pantoprazole. Premium quality medicine.",100,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Diabetes",true,100,"Pantoprazole","Swastik Pharma Labs",120,3,false
"prod_222","Dynapar 100mg Batch 222","Dynapar 100mg Batch 222 contains Vildagliptin. Premium quality medicine.",653,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Supplements",false,100,"Vildagliptin","Swastik Pharma Labs",783,0,true
"prod_223","Zyrtec 20mg Batch 223","Zyrtec 20mg Batch 223 contains Paracetamol. Premium quality medicine.",488,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Antibiotics",true,100,"Paracetamol","Swastik Pharma Labs",585,1,false
"prod_224","Calpol 650mg Batch 224","Calpol 650mg Batch 224 contains Cetirizine. Premium quality medicine.",138,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Pain Relief",false,100,"Cetirizine","Swastik Pharma Labs",165,6,true
"prod_225","Okacet 500mg Batch 225","Okacet 500mg Batch 225 contains Pantoprazole. Premium quality medicine.",537,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Diabetes",true,100,"Pantoprazole","Swastik Pharma Labs",644,18,false
"prod_226","Okacet 40mg Batch 226","Okacet 40mg Batch 226 contains Azithromycin. Premium quality medicine.",662,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Pain Relief",false,100,"Azithromycin","Swastik Pharma Labs",794,22,true
"prod_227","Crocin 650mg Batch 227","Crocin 650mg Batch 227 contains Ibuprofen. Premium quality medicine.",185,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","General",false,100,"Ibuprofen","Swastik Pharma Labs",222,8,true
"prod_228","Pantocid 40mg Batch 228","Pantocid 40mg Batch 228 contains Metformin. Premium quality medicine.",221,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Supplements",false,100,"Metformin","Swastik Pharma Labs",265,22,true
"prod_229","Calpol 400mg Batch 229","Calpol 400mg Batch 229 contains Teneligliptin. Premium quality medicine.",707,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","General",false,100,"Teneligliptin","Swastik Pharma Labs",848,15,true
"prod_230","Hifenac 650mg Batch 230","Hifenac 650mg Batch 230 contains Pantoprazole. Premium quality medicine.",127,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Pain Relief",false,100,"Pantoprazole","Swastik Pharma Labs",152,12,true
"prod_231","Voveran 10mg Batch 231","Voveran 10mg Batch 231 contains Amoxicillin. Premium quality medicine.",804,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","General",false,100,"Amoxicillin","Swastik Pharma Labs",964,4,true
"prod_232","Okacet 650mg Batch 232","Okacet 650mg Batch 232 contains Aceclofenac. Premium quality medicine.",801,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Supplements",false,100,"Aceclofenac","Swastik Pharma Labs",961,4,true
"prod_233","Acenac 20mg Batch 233","Acenac 20mg Batch 233 contains Amoxicillin. Premium quality medicine.",470,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Diabetes",true,100,"Amoxicillin","Swastik Pharma Labs",564,19,false
"prod_234","Brufen 500mg Batch 234","Brufen 500mg Batch 234 contains Teneligliptin. Premium quality medicine.",507,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Pain Relief",false,100,"Teneligliptin","Swastik Pharma Labs",608,13,true
"prod_235","Brufen 400mg Batch 235","Brufen 400mg Batch 235 contains Diclofenac. Premium quality medicine.",656,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Antibiotics",true,100,"Diclofenac","Swastik Pharma Labs",787,14,false
"prod_236","Voveran 20mg Batch 236","Voveran 20mg Batch 236 contains Aceclofenac. Premium quality medicine.",426,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Pain Relief",false,100,"Aceclofenac","Swastik Pharma Labs",511,23,true
"prod_237","Pantocid 400mg Batch 237","Pantocid 400mg Batch 237 contains Vildagliptin. Premium quality medicine.",287,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Supplements",false,100,"Vildagliptin","Swastik Pharma Labs",344,3,true
"prod_238","Pan 250mg Batch 238","Pan 250mg Batch 238 contains Aceclofenac. Premium quality medicine.",517,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Antibiotics",true,100,"Aceclofenac","Swastik Pharma Labs",620,13,false
"prod_239","Dolo 500mg Batch 239","Dolo 500mg Batch 239 contains Dapagliflozin. Premium quality medicine.",757,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Pain Relief",false,100,"Dapagliflozin","Swastik Pharma Labs",908,8,true
"prod_240","Crocin 650mg Batch 240","Crocin 650mg Batch 240 contains Paracetamol. Premium quality medicine.",20,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Diabetes",true,100,"Paracetamol","Swastik Pharma Labs",24,14,false
"prod_241","Dolo 200mg Batch 241","Dolo 200mg Batch 241 contains Azithromycin. Premium quality medicine.",353,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Supplements",false,100,"Azithromycin","Swastik Pharma Labs",423,21,true
"prod_242","Pan 650mg Batch 242","Pan 650mg Batch 242 contains Glimepiride. Premium quality medicine.",223,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Antibiotics",true,100,"Glimepiride","Swastik Pharma Labs",267,20,false
"prod_243","Voveran 100mg Batch 243","Voveran 100mg Batch 243 contains Paracetamol. Premium quality medicine.",431,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Diabetes",true,100,"Paracetamol","Swastik Pharma Labs",517,8,false
"prod_244","Combiflam 400mg Batch 244","Combiflam 400mg Batch 244 contains Aceclofenac. Premium quality medicine.",488,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Supplements",false,100,"Aceclofenac","Swastik Pharma Labs",585,23,true
"prod_245","Pan 100mg Batch 245","Pan 100mg Batch 245 contains Dapagliflozin. Premium quality medicine.",243,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Diabetes",true,100,"Dapagliflozin","Swastik Pharma Labs",291,22,false
"prod_246","Zerodol 10mg Batch 246","Zerodol 10mg Batch 246 contains Cefixime. Premium quality medicine.",557,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Supplements",false,100,"Cefixime","Swastik Pharma Labs",668,9,true
"prod_247","Okacet 500mg Batch 247","Okacet 500mg Batch 247 contains Aceclofenac. Premium quality medicine.",159,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Antibiotics",true,100,"Aceclofenac","Swastik Pharma Labs",190,3,false
"prod_248","Zerodol 40mg Batch 248","Zerodol 40mg Batch 248 contains Cetirizine. Premium quality medicine.",393,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Antibiotics",true,100,"Cetirizine","Swastik Pharma Labs",471,17,false
"prod_249","Dolo 400mg Batch 249","Dolo 400mg Batch 249 contains Ibuprofen. Premium quality medicine.",596,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Antibiotics",true,100,"Ibuprofen","Swastik Pharma Labs",715,4,false
"prod_250","Dynapar 500mg Batch 250","Dynapar 500mg Batch 250 contains Vildagliptin. Premium quality medicine.",247,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Antibiotics",true,100,"Vildagliptin","Swastik Pharma Labs",296,15,false
"prod_251","Acenac 10mg Batch 251","Acenac 10mg Batch 251 contains Paracetamol. Premium quality medicine.",235,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","General",false,100,"Paracetamol","Swastik Pharma Labs",282,6,true
"prod_252","Crocin 10mg Batch 252","Crocin 10mg Batch 252 contains Vildagliptin. Premium quality medicine.",706,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Pain Relief",false,100,"Vildagliptin","Swastik Pharma Labs",847,0,true
"prod_253","Dolo 200mg Batch 253","Dolo 200mg Batch 253 contains Azithromycin. Premium quality medicine.",664,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Supplements",false,100,"Azithromycin","Swastik Pharma Labs",796,0,true
"prod_254","Brufen 40mg Batch 254","Brufen 40mg Batch 254 contains Paracetamol. Premium quality medicine.",410,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Diabetes",true,100,"Paracetamol","Swastik Pharma Labs",492,17,false
"prod_255","Calpol 100mg Batch 255","Calpol 100mg Batch 255 contains Diclofenac. Premium quality medicine.",816,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Antibiotics",true,100,"Diclofenac","Swastik Pharma Labs",979,21,false
"prod_256","Hifenac 10mg Batch 256","Hifenac 10mg Batch 256 contains Paracetamol. Premium quality medicine.",506,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Supplements",false,100,"Paracetamol","Swastik Pharma Labs",607,19,true
"prod_257","Acenac 20mg Batch 257","Acenac 20mg Batch 257 contains Cetirizine. Premium quality medicine.",234,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Antibiotics",true,100,"Cetirizine","Swastik Pharma Labs",280,22,false
"prod_258","Zerodol 650mg Batch 258","Zerodol 650mg Batch 258 contains Amoxicillin. Premium quality medicine.",387,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Diabetes",true,100,"Amoxicillin","Swastik Pharma Labs",464,23,false
"prod_259","Calpol 40mg Batch 259","Calpol 40mg Batch 259 contains Glimepiride. Premium quality medicine.",70,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","General",false,100,"Glimepiride","Swastik Pharma Labs",84,3,true
"prod_260","Dynapar 200mg Batch 260","Dynapar 200mg Batch 260 contains Paracetamol. Premium quality medicine.",91,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Pain Relief",false,100,"Paracetamol","Swastik Pharma Labs",109,0,true
"prod_261","Crocin 200mg Batch 261","Crocin 200mg Batch 261 contains Glimepiride. Premium quality medicine.",629,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Antibiotics",true,100,"Glimepiride","Swastik Pharma Labs",754,5,false
"prod_262","Acenac 200mg Batch 262","Acenac 200mg Batch 262 contains Diclofenac. Premium quality medicine.",551,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Pain Relief",false,100,"Diclofenac","Swastik Pharma Labs",661,0,true
"prod_263","Pantocid 250mg Batch 263","Pantocid 250mg Batch 263 contains Vildagliptin. Premium quality medicine.",594,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Antibiotics",true,100,"Vildagliptin","Swastik Pharma Labs",712,9,false
"prod_264","Voveran 500mg Batch 264","Voveran 500mg Batch 264 contains Paracetamol. Premium quality medicine.",468,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Supplements",false,100,"Paracetamol","Swastik Pharma Labs",561,3,true
"prod_265","Calpol 20mg Batch 265","Calpol 20mg Batch 265 contains Aceclofenac. Premium quality medicine.",610,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Supplements",false,100,"Aceclofenac","Swastik Pharma Labs",732,15,true
"prod_266","Zyrtec 200mg Batch 266","Zyrtec 200mg Batch 266 contains Ibuprofen. Premium quality medicine.",649,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Supplements",false,100,"Ibuprofen","Swastik Pharma Labs",778,15,true
"prod_267","Voveran 40mg Batch 267","Voveran 40mg Batch 267 contains Cefixime. Premium quality medicine.",173,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","General",false,100,"Cefixime","Swastik Pharma Labs",207,0,true
"prod_268","Brufen 100mg Batch 268","Brufen 100mg Batch 268 contains Azithromycin. Premium quality medicine.",345,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Diabetes",true,100,"Azithromycin","Swastik Pharma Labs",414,2,false
"prod_269","Dynapar 200mg Batch 269","Dynapar 200mg Batch 269 contains Ibuprofen. Premium quality medicine.",771,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","General",false,100,"Ibuprofen","Swastik Pharma Labs",925,13,true
"prod_270","Dolo 200mg Batch 270","Dolo 200mg Batch 270 contains Dapagliflozin. Premium quality medicine.",751,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Pain Relief",false,100,"Dapagliflozin","Swastik Pharma Labs",901,24,true
"prod_271","Zyrtec 20mg Batch 271","Zyrtec 20mg Batch 271 contains Cefixime. Premium quality medicine.",213,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Supplements",false,100,"Cefixime","Swastik Pharma Labs",255,13,true
"prod_272","Brufen 10mg Batch 272","Brufen 10mg Batch 272 contains Metformin. Premium quality medicine.",357,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Diabetes",true,100,"Metformin","Swastik Pharma Labs",428,11,false
"prod_273","Acenac 10mg Batch 273","Acenac 10mg Batch 273 contains Paracetamol. Premium quality medicine.",467,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","General",false,100,"Paracetamol","Swastik Pharma Labs",560,21,true
"prod_274","Brufen 10mg Batch 274","Brufen 10mg Batch 274 contains Teneligliptin. Premium quality medicine.",814,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Diabetes",true,100,"Teneligliptin","Swastik Pharma Labs",976,12,false
"prod_275","Pan 20mg Batch 275","Pan 20mg Batch 275 contains Metformin. Premium quality medicine.",462,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Diabetes",true,100,"Metformin","Swastik Pharma Labs",554,24,false
"prod_276","Voveran 10mg Batch 276","Voveran 10mg Batch 276 contains Glimepiride. Premium quality medicine.",286,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Pain Relief",false,100,"Glimepiride","Swastik Pharma Labs",343,23,true
"prod_277","Pan 20mg Batch 277","Pan 20mg Batch 277 contains Ibuprofen. Premium quality medicine.",375,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Supplements",false,100,"Ibuprofen","Swastik Pharma Labs",450,1,true
"prod_278","Acenac 500mg Batch 278","Acenac 500mg Batch 278 contains Paracetamol. Premium quality medicine.",437,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","General",false,100,"Paracetamol","Swastik Pharma Labs",524,3,true
"prod_279","Dynapar 500mg Batch 279","Dynapar 500mg Batch 279 contains Glimepiride. Premium quality medicine.",300,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Pain Relief",false,100,"Glimepiride","Swastik Pharma Labs",360,20,true
"prod_280","Zyrtec 500mg Batch 280","Zyrtec 500mg Batch 280 contains Azithromycin. Premium quality medicine.",778,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Diabetes",true,100,"Azithromycin","Swastik Pharma Labs",933,20,false
"prod_281","Okacet 250mg Batch 281","Okacet 250mg Batch 281 contains Dapagliflozin. Premium quality medicine.",87,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","General",false,100,"Dapagliflozin","Swastik Pharma Labs",104,24,true
"prod_282","Dolo 100mg Batch 282","Dolo 100mg Batch 282 contains Azithromycin. Premium quality medicine.",125,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","General",false,100,"Azithromycin","Swastik Pharma Labs",150,10,true
"prod_283","Calpol 650mg Batch 283","Calpol 650mg Batch 283 contains Cefixime. Premium quality medicine.",802,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","General",false,100,"Cefixime","Swastik Pharma Labs",962,15,true
"prod_284","Zyrtec 40mg Batch 284","Zyrtec 40mg Batch 284 contains Sitagliptin. Premium quality medicine.",691,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Diabetes",true,100,"Sitagliptin","Swastik Pharma Labs",829,13,false
"prod_285","Brufen 100mg Batch 285","Brufen 100mg Batch 285 contains Teneligliptin. Premium quality medicine.",399,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Diabetes",true,100,"Teneligliptin","Swastik Pharma Labs",478,7,false
"prod_286","Pantocid 200mg Batch 286","Pantocid 200mg Batch 286 contains Metformin. Premium quality medicine.",516,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Diabetes",true,100,"Metformin","Swastik Pharma Labs",619,11,false
"prod_287","Okacet 20mg Batch 287","Okacet 20mg Batch 287 contains Teneligliptin. Premium quality medicine.",727,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Supplements",false,100,"Teneligliptin","Swastik Pharma Labs",872,11,true
"prod_288","Pantocid 500mg Batch 288","Pantocid 500mg Batch 288 contains Dapagliflozin. Premium quality medicine.",65,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Pain Relief",false,100,"Dapagliflozin","Swastik Pharma Labs",78,0,true
"prod_289","Pan 250mg Batch 289","Pan 250mg Batch 289 contains Diclofenac. Premium quality medicine.",759,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","General",false,100,"Diclofenac","Swastik Pharma Labs",910,17,true
"prod_290","Pantocid 250mg Batch 290","Pantocid 250mg Batch 290 contains Cetirizine. Premium quality medicine.",115,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Supplements",false,100,"Cetirizine","Swastik Pharma Labs",138,17,true
"prod_291","Acenac 10mg Batch 291","Acenac 10mg Batch 291 contains Teneligliptin. Premium quality medicine.",194,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Antibiotics",true,100,"Teneligliptin","Swastik Pharma Labs",232,3,false
"prod_292","Dolo 20mg Batch 292","Dolo 20mg Batch 292 contains Teneligliptin. Premium quality medicine.",486,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Pain Relief",false,100,"Teneligliptin","Swastik Pharma Labs",583,16,true
"prod_293","Cetzine 100mg Batch 293","Cetzine 100mg Batch 293 contains Metformin. Premium quality medicine.",810,"https://images.unsplash.com/photo-1584308666744-24d59b298f0d?auto=format&fit=crop&w=200&q=80","Diabetes",true,100,"Metformin","Swastik Pharma Labs",972,23,false
